Seconds,Ice Ice Baby
33.69,-6.62999132884296
33.7,-4.428922884022566
33.71,-0.179436607635274
33.72,-0.4952514898026302
33.73,-2.0094407696757224
33.74,-1.7356255786074104
33.75,0.448500623495212
33.76,3.664154539183973
33.77,3.295543767032913
33.78,2.450408791583406
33.79,2.078610030465939
33.8,1.8191474830527663
33.81,4.281966603705545
33.82,2.5190312223172477
33.83,1.7893958888565336
33.84,1.9491543091206545
33.85,3.934289086707975
33.86,0.1610153173123452
33.87,-0.7800203780499527
33.88,1.6049927725933302
33.89,1.7038381876489923
33.9,-2.778309518919113
33.91,-3.584240665056665
33.92,-2.239212047720589
33.93,-1.063477146631639
33.94,-1.6479886924748988
33.95,-1.9468588581028483
33.96,-1.59455436532217
33.97,-2.060638864360045
33.98,-1.2913615316743197
33.99,-1.0548248943426393
34.0,-1.3059795955531823
34.01,-1.3727906102233212
34.02,-1.8529835422283127
34.03,-1.4875211860737316
34.04,-2.4817000814109647
34.05,-1.4098520951401172
34.06,-0.408783908845694
34.07,0.0790370369125488
34.08,4.39345996062809
34.09,3.974241185527352
34.1,1.377652643717565
34.11,-0.1991988591097926
34.12,1.6440482704122483
34.13,1.483291568902373
34.14,-0.4311317433070319
34.15,3.914185473195625
34.16,7.436625818880223
34.17,5.933772726022631
34.18,7.769280862018943
34.19,8.52209856821179
34.2,7.328917036475255
34.21,6.987172453822167
34.22,8.16480655573433
34.23,8.970512732883847
34.24,8.109332511679591
34.25,8.32858401972996
34.26,7.047101710193185
34.27,7.032895918998076
34.28,7.580256392786056
34.29,7.582025836082122
34.3,8.016335162253773
34.31,8.154215183686832
34.32,9.3145984943384
34.33,8.307755834847715
34.34,8.17661239064147
34.35,7.622470812429946
34.36,8.041715426966407
34.37,8.339634114100214
34.38,6.787961355122221
34.39,3.2131447277479346
34.4,-2.3805078807447217
34.41,-5.907868619124229
34.42,-6.747369715248374
34.43,-7.715858922687471
34.44,-8.329767392151362
34.45,-6.715396502618055
34.46,-5.75136752332997
34.47,-4.634131287642065
34.48,-2.673993056040644
34.49,-4.89104870165576
34.5,-3.685300826093844
34.51,-3.3195537120148098
34.52,-3.370729831843387
34.53,-2.191790160237679
34.54,-1.852960354146278
34.55,-0.1743456730039929
34.56,-0.1564667173109312
34.57,-1.1683550917653351
34.58,-0.6007486663735004
34.59,-0.7652709797394589
34.6,-1.4621055618575978
34.61,-1.661900862838747
34.62,-1.9739169035901745
34.63,1.2402676431745825
34.64,1.75644416332284
34.65,3.53225264819489
34.66,1.997808001846334
34.67,-1.5388353308602896
34.68,-2.0976554183712204
34.69,-2.4167097893938863
34.7,-1.9477815924677095
34.71,-1.0268859477890684
34.72,-2.0243598983886684
34.73,-0.0731870313805391
34.74,-0.1085986796202204
34.75,-0.0706104930587312
34.76,-0.2337485587419294
34.77,-2.7744391014745444
34.78,0.2978717092462239
34.79,1.5206136792964242
34.8,-1.0345123652990371
34.81,-2.083393819700403
34.82,-1.5710710360389104
34.83,-3.363637309653293
34.84,-4.379253732743157
34.85,-4.083820761267591
34.86,-3.2582570690302224
34.87,-3.165212450509709
34.88,-3.2611447268666782
34.89,-3.066359153929381
34.9,-2.5037371097889047
34.91,-1.8402571428761727
34.92,-1.726916644027279
34.93,-0.0844178242498383
34.94,-0.6843202326781147
34.95,-1.4540724184654592
34.96,-0.2434107100668172
34.97,3.483969805577373
34.98,1.9000800738232129
34.99,1.76085859892316
35.0,-0.0983301275544755
35.01,-5.32862909055714
35.02,-6.141784341934238
35.03,-3.4239551528264025
35.04,0.4325063478417941
35.05,2.7876218765858853
35.06,3.170517585089092
35.07,5.93900829989758
35.08,7.117089900584106
35.09,7.254357099401669
35.1,6.386810319208455
35.11,6.584140845311598
35.12,6.560484983584545
35.13,4.493047455286583
35.14,1.9532364212796605
35.15,6.1324712607659855
35.16,5.528611791488142
35.17,1.9173866048906285
35.18,-2.8275773149227352
35.19,-4.310841418998005
35.2,-4.01300972191271
35.21,-0.7657339676419923
35.22,-2.4651077420701832
35.23,-3.5020520116790994
35.24,-1.7335092794050253
35.25,-2.1013299469525792
35.26,-2.913294158710974
35.27,-5.460710531162757
35.28,-4.655682705536296
35.29,-1.061028225751966
35.3,-2.35742468178173
35.31,-1.0338221214349232
35.32,-0.7056311146947339
35.33,1.0399731612190608
35.34,3.1826857027585564
35.35,1.781834315363737
35.36,2.490796131794629
35.37,1.0761277552136246
35.38,0.4252902235195945
35.39,-1.6015359617899187
35.4,-12.165087479483176
35.41,-9.907974165377334
35.42,-12.66086009847235
35.43,-15.146916255411472
35.44,-9.441676658903155
35.45,-0.4996363562381262
35.46,1.1416855408883555
35.47,1.34681497682506
35.48,1.3854124474068152
35.49,1.3072726128399834
35.5,1.5352502532029009
35.51,3.0647220204327343
35.52,4.231869295462162
35.53,4.572912408949918
35.54,3.689606386752238
35.55,5.00269076489452
35.56,3.1793167458966445
35.57,2.1664090404853398
35.58,1.897902506655076
35.59,0.1827935147527475
35.6,-0.0788446117731667
35.61,-0.1774770685282978
35.62,-0.7369460543622676
35.63,-0.7843575286679988
35.64,0.3873366790289286
35.65,2.3895200014733144
35.66,3.5536116014747514
35.67,0.4048957314882487
35.68,-4.020163767913943
35.69,-3.602220010295826
35.7,-0.6819422338603646
35.71,0.8894377158176526
35.72,-2.4117993719010418
35.73,-2.4635930043385894
35.74,-0.291095064092526
35.75,-2.5040674788204664
35.76,3.453933982034899
35.77,4.510886654062966
35.78,2.5926224324630547
35.79,2.975479245150748
35.8,3.841783326865512
35.81,2.622990419041795
35.82,7.623186321996575
35.83,9.481386796122644
35.84,9.14157389699607
35.85,10.20704735549101
35.86,10.58003133290097
35.87,9.840033975838445
35.88,8.762991961216926
35.89,8.912638945324657
35.9,9.743880694183646
35.91,2.275873989340633
35.92,3.5622304686240422
35.93,2.9901591296364223
35.94,2.2159756786216764
35.95,3.377135817030953
35.96,5.338921735010112
35.97,2.1829116433969427
35.98,0.833177363467118
35.99,3.460052692316777
36.0,3.3200648075796155
36.01,2.4975446450250294
36.02,3.8968831334332914
36.03,5.001950099421825
36.04,1.6289104880007992
36.05,2.0511996758950954
36.06,3.856616785358288
36.07,3.5421978798303733
36.08,4.270414276659775
36.09,5.635292179985925
36.1,3.68430719587501
36.11,2.1886204340481044
36.12,5.611377378945462
36.13,7.090438740724037
36.14,7.79652590868205
36.15,6.460361832708192
36.16,3.94822502471196
36.17,3.646518627931852
36.18,0.5038086787717357
36.19,-3.547355418145183
36.2,-5.760387883751934
36.21,-0.6785197732318405
36.22,3.2932136282781697
36.23,4.466768664223314
36.24,6.779612058761695
36.25,5.937598818887399
36.26,6.830465269843239
36.27,7.423192731853789
36.28,7.981329415626589
36.29,9.4550363110093
36.3,8.774389414357607
36.31,10.215714338011642
36.32,10.947989499284043
36.33,12.22586245286795
36.34,12.385452892191784
36.35,11.942727411055978
36.36,11.775277093364211
36.37,12.329288470905956
36.38,12.401921963370878
36.39,11.760925236152964
36.4,9.653610624400155
36.41,9.317269006642244
36.42,8.070746728645268
36.43,4.625653812051706
36.44,5.114636076939012
36.45,9.033490410029458
36.46,5.57538918943382
36.47,0.2101238842996683
36.48,-3.414975569475585
36.49,-3.766050177695852
36.5,-2.702674212468462
36.51,-2.6560924937948585
36.52,-0.7255406515380491
36.53,-0.1742244608807464
36.54,-2.6331501182157595
36.55,-2.1038056317233518
36.56,-1.7512766447616532
36.57,-0.3192693339691609
36.58,-2.78809587076889
36.59,-2.0178826158830905
36.6,-1.0425041716139674
36.61,-1.4177681001708384
36.62,-0.8262476056801956
36.63,0.0158257316800747
36.64,0.3886419709663319
36.65,1.1254489558228036
36.66,1.0000229551839552
36.67,1.0143280217896105
36.68,-0.3031157703362554
36.69,0.7137879560863069
36.7,-0.5648843361285686
36.71,-0.8330393507538251
36.72,-0.1123986488688178
36.73,-0.635266775103121
36.74,-1.6660523056047043
36.75,-1.8535962525664584
36.76,-0.3710885548699014
36.77,-1.5881739206580734
36.78,-1.4933680231540352
36.79,-2.029723503140984
36.8,1.2374047642349555
36.81,1.4252678748247904
36.82,0.6670062465395536
36.83,1.7553080671120351
36.84,2.524885212870023
36.85,3.055564571367364
36.86,4.818818348577669
36.87,3.49069891495927
36.88,3.2546692616965047
36.89,3.5404347733887653
36.9,4.322349031921813
36.91,3.434565914387232
36.92,4.127276697101246
36.93,4.591360396155805
36.94,4.07418276922622
36.95,3.4144802833860024
36.96,3.81587117853911
36.97,4.38284030903425
36.98,4.933609856082025
36.99,4.799271591150893
37.0,5.270765050435257
37.01,4.69028252263004
37.02,5.00444960274556
37.03,5.197942195771229
37.04,3.876233396494641
37.05,3.737223017541428
37.06,4.419249423584662
37.07,3.549317431365996
37.08,0.5959987178488039
37.09,0.942318992407548
37.1,-0.0743768817945082
37.11,0.6710844999915537
37.12,-1.2347700160303865
37.13,-0.5326633345974283
37.14,-0.6897266627016574
37.15,0.3850405147882894
37.16,1.070155210167004
37.17,-0.5982396492828952
37.18,-0.0323775005109836
37.19,2.2816737884559446
37.2,0.754040880709357
37.21,1.0541574418551865
37.22,5.434157846764929
37.23,9.313111259800428
37.24,7.703863826454326
37.25,7.409860080770761
37.26,7.807509134531007
37.27,7.21508450024533
37.28,7.806394722709348
37.29,6.747762733162731
37.3,7.289192290433392
37.31,11.213440943692207
37.32,11.512696735862148
37.33,9.04225495678963
37.34,5.376886002847293
37.35,5.5314158901681445
37.36,3.828777876832475
37.37,6.008080969975425
37.38,4.040079264526706
37.39,5.855125604804323
37.4,5.355251894464614
37.41,7.402629126305532
37.42,7.724010407177038
37.43,6.027347578894657
37.44,4.346956055255414
37.45,5.1550826912473084
37.46,6.286458677834199
37.47,6.544467666135026
37.48,6.745114559557131
37.49,5.982689391439548
37.5,7.464672749672919
37.51,9.291806835255764
37.52,9.59478983539798
37.53,10.508332847834962
37.54,11.67542673750171
37.55,11.251396520935982
37.56,11.404626751640787
37.57,6.830573064957793
37.58,4.221721090703161
37.59,0.9047573907624366
37.6,-1.8969794395019668
37.61,-3.400707514759231
37.62,-3.0128833408842595
37.63,-1.4140602714948576
37.64,2.298217015945579
37.65,5.007486442046667
37.66,6.246201295941324
37.67,7.153903513234699
37.68,6.820853127505887
37.69,4.583068727598514
37.7,3.651950695710589
37.71,5.536403555276555
37.72,3.745791659725494
37.73,2.221877476430296
37.74,1.0469107507720223
37.75,2.7838977714852944
37.76,3.682632678091186
37.77,8.466400875403561
37.78,5.785246869384593
37.79,7.045385873723175
37.8,8.527269317719073
37.81,4.639266047245555
37.82,0.2390367469380561
37.83,2.590050481923565
37.84,5.667633411564384
37.85,4.903813067775248
37.86,3.366188690481481
37.87,3.6022961509365485
37.88,1.6066781860742445
37.89,0.86092962431823
37.9,0.9989382757302124
37.91,2.422155109254753
37.92,5.819194475658064
37.93,6.926638647719002
37.94,6.143789968016131
37.95,6.976151812446799
37.96,8.000389564511677
37.97,8.85847341415016
37.98,10.662754124326838
37.99,10.015023155584553
38.0,10.913932084810064
38.01,10.298504263564896
38.02,9.369358072127143
38.03,10.067703950065084
38.04,11.257602651915972
38.05,9.790952662282423
38.06,9.688926980450905
38.07,10.477502503833346
38.08,9.774970070632325
38.09,5.885411429840473
38.1,4.708370501620235
38.11,3.268251761729159
38.12,2.003745434334035
38.13,0.8179167469194903
38.14,1.2166045036655304
38.15,2.2872833927993907
38.16,1.6073083432466602
38.17,0.9825583010832768
38.18,2.102408695970874
38.19,2.542040557848928
38.2,1.4486605075714234
38.21,2.379150800133915
38.22,2.749534168504761
38.23,3.3364642984827024
38.24,3.827104373043417
38.25,2.5291016629831384
38.26,3.5004502763658025
38.27,5.750915773080846
38.28,5.634736406127657
38.29,8.101859311189065
38.3,6.529094200165761
38.31,8.0981314489612
38.32,8.241347511627836
38.33,8.383725608238851
38.34,9.31676623420324
38.35,11.221752395898251
38.36,8.238712348495866
38.37,5.407672912175097
38.38,4.686874258946735
38.39,5.675648180418971
38.4,5.848038588193741
38.41,9.908893742662244
38.42,9.040194381203843
38.43,8.186952233751212
38.44,11.201362605683531
38.45,9.446332355549114
38.46,10.81587855366386
38.47,6.536863354709662
38.48,5.999891348143592
38.49,4.050809243942784
38.5,3.963409692209132
38.51,2.7624561226184565
38.52,3.387937699461137
38.53,8.465647174137732
38.54,8.81845942349843
38.55,10.031428445963709
38.56,9.9762962186246
38.57,10.912227874756809
38.58,10.9942942603601
38.59,11.199978879948338
38.6,4.785241051509551
38.61,3.4444105976486776
38.62,3.287165485809088
38.63,1.5164526119514223
38.64,1.233426340700302
38.65,0.7873246360223861
38.66,1.120372834550962
38.67,0.8024405415596169
38.68,3.154401242678624
38.69,5.685650422875878
38.7,6.432869537627019
38.71,7.190317517686747
38.72,6.553277710879366
38.73,6.301092321226667
38.74,7.16796923695839
38.75,5.504165880760604
38.76,7.080465879077137
38.77,7.494451498616142
38.78,7.355107452713102
38.79,4.086832538545553
38.8,4.3918052734314745
38.81,4.869157534804514
38.82,4.873434137806269
38.83,4.682208373077223
38.84,5.566249006802796
38.85,6.577763491000361
38.86,6.11200353455668
38.87,5.497061932160796
38.88,3.5146088970706293
38.89,3.109191907414298
38.9,3.798592842543616
38.91,4.513439023901948
38.92,5.565438238048519
38.93,8.682187687735833
38.94,9.47996861104312
38.95,7.760873732138309
38.96,6.564521950168573
38.97,4.060470765836016
38.98,2.7481840573680434
38.99,3.187770854771271
39.0,4.369997376153975
39.01,4.661194137653329
39.02,7.64077829203339
39.03,10.405946350400129
39.04,10.568490805436644
39.05,11.464784448528729
39.06,11.459827684817927
39.07,10.968302720806
39.08,11.626485052922504
39.09,11.794309815234534
39.1,10.270856384758853
39.11,4.843373463313203
39.12,7.612155350781035
39.13,5.143398113290671
39.14,5.845014453648486
39.15,4.536925513480366
39.16,2.8134237210378035
39.17,1.295055536077976
39.18,1.7526468063177667
39.19,0.4429586136026261
39.2,0.9614818413577508
39.21,0.8674238204985192
39.22,1.9893174001052771
39.23,1.310465476807649
39.24,0.7362546212121531
39.25,0.4475203071737484
39.26,0.3135160615235812
39.27,0.3456350004922336
39.28,1.6263482663447804
39.29,1.6294721741760785
39.3,2.3399320797419536
39.31,3.876551111728912
39.32,5.465839984612916
39.33,5.470717233085544
39.34,5.95003289900583
39.35,5.855307682699763
39.36,5.657321322979252
39.37,4.996315610497141
39.38,3.2296971179572043
39.39,4.263097911202637
39.4,2.738668361118411
39.41,2.543961902844193
39.42,2.095033922302178
39.43,2.8494099484410484
39.44,6.510890279690354
39.45,8.267599919194064
39.46,9.333188267026594
39.47,8.466769930027885
39.48,7.745755234317079
39.49,5.114298982715672
39.5,5.215062226136341
39.51,7.9276344021060146
39.52,9.12894870041228
39.53,11.732358439659832
39.54,12.287057219851665
39.55,11.358715089183956
39.56,11.922701880459403
39.57,10.892296291229904
39.58,10.714366262097997
39.59,10.207544585298876
39.6,10.4556067811025
39.61,9.876357323589286
39.62,6.558711018548755
39.63,8.727349314824476
39.64,7.02630677459794
39.65,6.08343900174976
39.66,5.765565771475593
39.67,7.711455796567488
39.68,6.987388361888149
39.69,8.60555321212787
39.7,9.136747936486788
39.71,8.95223869191821
39.72,9.99602935578609
39.73,8.476368035195456
39.74,7.180193080467955
39.75,6.8167277581090335
39.76,4.805200414057014
39.77,3.063028488256254
39.78,7.130522906507474
39.79,8.48477485485615
39.8,10.090223266117547
39.81,10.894038564706586
39.82,11.038104765852887
39.83,10.125083864809614
39.84,10.105721765011031
39.85,10.893638556395024
39.86,10.541391333054236
39.87,10.256129628161348
39.88,8.746784325136911
39.89,6.475778017211456
39.9,7.114817792722672
39.91,4.682718993134949
39.92,4.825689485877048
39.93,5.164115440768007
39.94,6.737320485197893
39.95,8.69273943767992
39.96,9.996265543485238
39.97,8.926163500191237
39.98,11.036880097528698
39.99,9.816168087941172
40.0,11.473649305501066
40.01,8.958214916060234
40.02,7.6310206332344865
40.03,9.186406827613776
40.04,8.717937522420822
40.05,11.442215731287746
40.06,12.113664128714175
40.07,11.95660257010508
40.08,12.034810407113982
40.09,11.793126347038903
40.1,11.959862094688754
40.11,9.166584197777722
40.12,9.789324031732498
40.13,7.612211896784722
40.14,7.711797400597532
40.15,7.928436869047139
40.16,5.440601623957776
40.17,4.992272113880226
40.18,3.2362578583411503
40.19,4.180411304020645
40.2,3.2267545275864564
40.21,3.2624311915442803
40.22,3.1334341566637165
40.23,2.400422198865673
40.24,2.4284837219267192
40.25,-0.9167785703820664
40.26,-0.8775657162065515
40.27,-1.626879666652772
40.28,-0.8726474181944364
40.29,0.8142469875382443
40.3,-0.1059914023338984
40.31,0.7913381786283923
40.32,1.9400958888736597
40.33,1.9064438030835948
40.34,3.1852443241076784
40.35,4.456181267754361
40.36,6.495915699112771
40.37,6.197398763291456
40.38,7.317237963873524
40.39,8.782979473095928
40.4,8.689850904837936
40.41,8.943347617761448
40.42,9.463181535054913
40.43,7.967534038108544
40.44,6.027940435622233
40.45,7.371102976565875
40.46,8.441497220732378
40.47,9.79958890451464
40.48,10.471951699854884
40.49,11.013834868015998
40.5,10.216387749422084
40.51,10.209572442413531
40.52,11.1843161686661
40.53,12.045911981380115
40.54,11.279034832372291
40.55,11.426978851477852
40.56,10.891262338852789
40.57,9.50383181901685
40.58,10.919824590484286
40.59,11.587386551556447
40.6,10.705109471038686
40.61,9.119258817239702
40.62,4.826684268213411
40.63,0.5183819149483867
40.64,-2.4698136181696384
40.65,-2.3637251405048425
40.66,0.8457348539787612
40.67,-0.41286343515968
40.68,3.010213300386499
40.69,0.5635003324886851
40.7,-1.5962438946148283
40.71,-0.9244015824621236
40.72,0.3344679485776132
40.73,-1.85914018143529
40.74,-0.1848840878848153
40.75,1.278131624249623
40.76,2.268670046467971
40.77,4.418403389429801
40.78,2.8358171356225013
40.79,3.2339825569679204
40.8,2.9647010961711824
40.81,4.853069151579589
40.82,5.966097704700517
40.83,4.464828025092251
40.84,3.2531112695905846
40.85,2.8621728230669485
40.86,3.925004236434356
40.87,3.244205818590304
40.88,3.080257764295128
40.89,2.793478348883251
40.9,2.14626145862391
40.91,2.47321164236156
40.92,1.8982062133456952
40.93,0.1980480736406035
40.94,1.066003196814844
40.95,-1.004255407501452
40.96,-2.16020127237772
40.97,-0.3627764206142957
40.98,-1.8460860086680504
40.99,-3.1802976194366583
41.0,-3.1751414263775315
41.01,-2.7084084740882024
41.02,-1.7769750901367376
41.03,-2.613592676732148
41.04,-3.200985581663767
41.05,-3.352253683678036
41.06,-3.5614126786617457
41.07,-3.939258219512235
41.08,-3.508442053375998
41.09,-1.761103606446991
41.1,-1.6626765001028965
41.11,0.2441920758322533
41.12,0.4811815243374323
41.13,1.5099612446725217
41.14,4.478461058254108
41.15,4.524276729143131
41.16,4.852147609613351
41.17,5.724100168711311
41.18,6.098952279483132
41.19,4.693551957651222
41.2,3.907399131085126
41.21,0.8677218224174807
41.22,0.837552304376298
41.23,-0.3037956837299006
41.24,-0.0249261507805463
41.25,0.8404580877012314
41.26,-1.6696061895154777
41.27,-2.4770875231341294
41.28,-1.9509836590208736
41.29,-1.4088973385724424
41.3,-0.8525547586721487
41.31,-0.4066131467356615
41.32,0.8649358692598149
41.33,1.421453706131014
41.34,1.6366948712144105
41.35,2.868939388760031
41.36,2.7707129729615803
41.37,3.7422148732492384
41.38,4.230979363455031
41.39,5.458055284740095
41.4,6.348557845975717
41.41,6.728865701130222
41.42,8.539708492754555
41.43,8.613276886283188
41.44,6.637795663515344
41.45,4.969479530957845
41.46,2.262246726883009
41.47,2.297287943753956
41.48,0.7205460112071433
41.49,1.4737341415905
41.5,1.2094248594016952
41.51,1.3646212140134633
41.52,1.679235079855193
41.53,1.2087499560040809
41.54,0.4738360664796956
41.55,5.4407691951333765
41.56,5.401809261252351
41.57,2.9724200056777086
41.58,-2.1917698139904043
41.59,-1.781138249748965
41.6,-0.4073080240912024
41.61,2.140020005260664
41.62,3.70254605327936
41.63,3.882087695836328
41.64,4.532326935511899
41.65,6.679530920964461
41.66,7.439489591328039
41.67,4.659052774384072
41.68,1.3229854145412232
41.69,4.614835031649387
41.7,5.0057132214784135
41.71,5.084639142955345
41.72,4.3707518055841295
41.73,3.50376196177152
41.74,1.7257260341060756
41.75,0.441386114657361
41.76,0.8965636299984825
41.77,0.5891263288222743
41.78,0.352445811837534
41.79,0.2946132087302315
41.8,1.1585096952331708
41.81,1.8779186318427628
41.82,3.3785180752063604
41.83,3.2584937291986216
41.84,2.037326226904297
41.85,0.3266150670646735
41.86,1.2875383495688013
41.87,2.70451836951362
41.88,4.3914503591469245
41.89,5.437479274678539
41.9,6.499171232040013
41.91,8.143523154939952
41.92,7.319751033351547
41.93,7.28401639550921
41.94,6.864846917693704
41.95,6.171382610613565
41.96,4.832254994373692
41.97,4.475146730823003
41.98,3.244310779574927
41.99,3.169555254596042
42.0,4.382623457115478
42.01,6.496417495152801
42.02,7.877898498093272
42.03,9.269243759143974
42.04,9.952911081672427
42.05,10.550817360679709
42.06,8.644803710771757
42.07,7.479994882231066
42.08,8.09257393349378
42.09,9.336602659610335
42.1,11.320264686139852
42.11,12.018459923851072
42.12,10.958336026080008
42.13,11.075234274188116
42.14,10.0053591030262
42.15,9.405498660362127
42.16,8.535800729302732
42.17,5.675739216222731
42.18,6.241001959841673
42.19,4.251940566533573
42.2,3.985582451906785
42.21,3.44924121282851
42.22,3.0466962389852523
42.23,1.0758505205020363
42.24,0.4026695051875634
42.25,-1.6026254691760462
42.26,-0.8284886106422633
42.27,-0.66287550771567
42.28,-0.7361616041119733
42.29,0.4916431527317657
42.3,-0.6700571651183291
42.31,-0.6269227991594141
42.32,0.1284272539239307
42.33,1.3030159442908067
42.34,1.541475307955543
42.35,2.3083281952268693
42.36,2.277432187393805
42.37,2.93905163941799
42.38,3.7193316721278578
42.39,2.846126970871983
42.4,2.4919681824855524
42.41,2.6026756552062587
42.42,5.511321646007003
42.43,5.002585830033671
42.44,6.2946777755664405
42.45,7.341913021643919
42.46,5.470096040649147
42.47,6.838686095222795
42.48,4.635372027437788
42.49,2.2175077221172663
42.5,2.553797605684896
42.51,2.147099735948749
42.52,2.632497461550567
42.53,5.682658005115639
42.54,6.575164382149778
42.55,8.811036778113177
42.56,8.841811328208072
42.57,10.249286776358929
42.58,7.396959322268593
42.59,5.45470533175075
42.6,3.997290920842708
42.61,2.972689244687443
42.62,2.558665457989328
42.63,0.7817520906372403
42.64,2.5233358616926003
42.65,1.239450228500024
42.66,1.3263553592896424
42.67,2.6602684069782288
42.68,3.25405385811056
42.69,5.319266153390137
42.7,6.629457311937537
42.71,9.413445043723195
42.72,8.944922945460155
42.73,6.831892683557931
42.74,6.4778625957165215
42.75,5.24342220888333
42.76,2.77514117513147
42.77,1.1923468902615244
42.78,-0.2865690750154837
42.79,0.5153995606347829
42.8,-0.5406532573985183
42.81,-0.5402736734959473
42.82,0.8188966072189334
42.83,2.4998478551494623
42.84,4.027538398931364
42.85,1.765180653818466
42.86,0.8007057053606736
42.87,2.7659939869018384
42.88,2.924208889948389
42.89,3.3571394819918425
42.9,2.50899484859408
42.91,2.923025034737389
42.92,5.030630621849018
42.93,6.040411859430334
42.94,5.97201558380132
42.95,6.912293364426838
42.96,7.61668716520612
42.97,6.532150751483408
42.98,8.527189856530125
42.99,6.877330952918746
43.0,3.6963662420550585
43.01,-0.1766099208393823
43.02,-0.2052401151980795
43.03,0.2423301109087077
43.04,0.595341424897424
43.05,-0.8945236000320685
43.06,-0.7902539203561328
43.07,0.7707598253976244
43.08,0.9629710018684426
43.09,2.874327985036911
43.1,6.593665112400735
43.11,6.627014760667933
43.12,5.99868623589292
43.13,7.292346934415093
43.14,7.147831075991424
43.15,5.842788127280927
43.16,7.578831568266347
43.17,7.183685385857872
43.18,6.971340548585265
43.19,8.018940746864544
43.2,5.664473163667371
43.21,7.723836256677958
43.22,7.7839596754569875
43.23,5.232983867832943
43.24,4.3955257134244095
43.25,2.100296007430455
43.26,0.79774283548301
43.27,1.2273459810955922
43.28,0.3411931146270911
43.29,1.7456677317860168
43.3,-0.0784224218150936
43.31,-0.0238099368376355
43.32,-0.2686335693548399
43.33,-1.78982744784699
43.34,-0.8742330741487382
43.35,-1.4364555279120963
43.36,-3.894532979748476
43.37,-2.9692676336642005
43.38,-3.1552804532834022
43.39,-0.4013989354016846
43.4,-3.7711111909210944
43.41,-0.7224733538119744
43.42,-1.511339781512273
43.43,1.534769006870344
43.44,-0.3571869302343329
43.45,3.788621327073292
43.46,2.809367046657626
43.47,1.4925199989480828
43.48,1.8183925555639373
43.49,1.2270442627280604
43.5,-0.3206339047238189
43.51,2.846287227608566
43.52,4.444671856086027
43.53,3.4582097456698078
43.54,3.4580414377770428
43.55,1.958669504098323
43.56,1.3978402262845646
43.57,4.685081701376014
43.58,5.237900332323383
43.59,8.296864692796259
43.6,5.614120745641758
43.61,5.834123421057559
43.62,4.998764979594746
43.63,4.860418717251618
43.64,6.563887120400586
43.65,7.60340806401634
43.66,6.745387268084361
43.67,7.4086943545941155
43.68,8.934901840496506
43.69,9.870928898403934
43.7,10.777309162404432
43.71,8.768840608822035
43.72,9.772926262551517
43.73,9.071907930382965
43.74,9.26649100958052
43.75,4.6344229083374096
43.76,3.6762358953307617
43.77,0.7523809459242141
43.78,-1.6373061239823912
43.79,-3.270393571487219
43.8,-2.038680357655813
43.81,-1.8754867101609327
43.82,1.8368052698132835
43.83,-1.2176915615955906
43.84,-1.654922624965608
43.85,-3.38146659965141
43.86,-2.582443703317157
43.87,-0.8851429964085008
43.88,2.6995461958644245
43.89,2.7375572057141677
43.9,4.401226744585525
43.91,3.794972302311572
43.92,4.5619042956628855
43.93,3.0750116770514078
43.94,3.796885250973599
43.95,3.5631555228186595
43.96,5.1582652352221
43.97,4.445828281255832
43.98,5.770858209742663
43.99,2.55697614450708
44.0,2.9030777158024152
44.01,3.558415302255883
44.02,5.810275485470001
44.03,9.154882208904445
44.04,5.953823946051688
44.05,6.405466805319312
44.06,6.369455754301481
44.07,7.230484637893551
44.08,8.461704779010276
44.09,7.433462528421194
44.1,3.8896730679197145
44.11,3.680005532917976
44.12,6.2767527793617335
44.13,6.385176828132637
44.14,6.127786423765614
44.15,7.866845016709529
44.16,8.398286616407702
44.17,7.64037475674075
44.18,9.270691820363789
44.19,12.189551436260023
44.2,11.897581402079812
44.21,12.131031513665109
44.22,11.98936864434418
44.23,12.727514058990012
44.24,12.761714569910684
44.25,12.167328348319897
44.26,7.933089583483105
44.27,3.807281965848219
44.28,3.4958474257025283
44.29,1.9579243415740692
44.3,2.261176393338145
44.31,1.5836704272109734
44.32,2.426626845483555
44.33,1.943443338143081
44.34,3.01666728824376
44.35,2.722162096356423
44.36,3.4076052910405386
44.37,3.676225335700198
44.38,4.066454312102059
44.39,4.039266763611203
44.4,3.5264160959772246
44.41,3.215210872741785
44.42,4.412162521483012
44.43,4.350265347560526
44.44,6.503629000668092
44.45,3.682555542450591
44.46,4.57468474745253
44.47,3.668779482930817
44.48,6.838410553054348
44.49,5.904565493679946
44.5,6.747558180824439
44.51,6.5625860432188015
44.52,7.63938995193018
44.53,5.138306938488495
44.54,4.175606470607592
44.55,6.165846308996582
44.56,2.831618446232323
44.57,3.2834712126055496
44.58,4.603911045582847
44.59,5.070145595217444
44.6,4.494380281371049
44.61,3.496344500692612
44.62,4.047728375843036
44.63,5.143204133198828
44.64,9.81766256859855
44.65,11.152498197209916
44.66,10.172881256204557
44.67,9.35333125722402
44.68,9.377206931161192
44.69,9.287586159886038
44.7,10.360558774540634
44.71,9.344837176354362
44.72,10.3769673420271
44.73,10.646507681092949
44.74,8.66038347660746
44.75,9.289802170353829
44.76,9.841158316172212
44.77,8.89446308456185
44.78,7.630740677574311
44.79,4.593096771569302
44.8,6.752483192494116
44.81,6.596435565370924
44.82,5.533310973643069
44.83,5.90882206636491
